day;avg_size;avg_speed;avg_senserange;dominant_size;dominant_speed;dominant_sense;n_creatures
1315;1468;1263;638;1000;0;1000;16
1316;1471;1263;638;1000;0;1000;17
1317;1476;1262;640;1000;0;1000;20
1318;1480;1263;641;1000;0;1000;16
1319;1483;1261;647;1000;0;1000;16
1320;1485;1262;646;1000;0;1000;18
1321;1487;1263;649;999;0;999;19
1322;1488;1265;650;999;0;999;19
1323;1486;1266;652;999;0;999;19
1324;1492;1267;653;1000;0;1000;17
1325;1494;1265;656;1000;0;1000;16
1326;1496;1264;655;1000;0;1000;21
1327;1500;1265;653;1000;0;1000;20
1328;1501;1261;652;1000;0;1000;18
1329;1499;1260;651;1000;0;1000;17
1330;1502;1262;652;1000;0;1000;17
1331;1503;1261;644;1000;0;1000;17
1332;1502;1263;640;1000;0;1000;17
1333;1503;1266;642;1000;0;1000;18
1334;1502;1263;645;1000;0;1000;20
1335;1502;1268;646;999;0;999;22
1336;1504;1267;649;1000;0;1000;20
1337;1504;1268;655;1000;0;1000;21
1338;1505;1271;658;1000;0;1000;20
1339;1506;1271;662;999;0;999;19
1340;1504;1269;665;999;0;999;19
1341;1502;1270;662;1000;0;1000;18
1342;1504;1274;667;999;0;999;15
1343;1504;1274;671;1000;0;1000;16
1344;1503;1276;671;999;0;999;15
1345;1502;1279;666;1000;0;1000;17
1346;1500;1279;669;1000;0;1000;18
1347;1496;1279;669;1000;0;1000;20
1348;1494;1279;671;1000;0;1000;18
1349;1489;1281;669;1000;0;1000;16
1350;1487;1281;675;1000;0;1000;17
1351;1486;1279;670;1000;0;1000;16
1352;1483;1278;665;1000;0;1000;20
1353;1484;1280;662;1000;0;1000;17
1354;1489;1283;661;999;0;999;19
1355;1496;1282;660;999;0;999;15
1356;1498;1281;663;1000;0;1000;16
1357;1499;1280;658;1000;0;1000;16
1358;1494;1279;656;1000;0;1000;18
1359;1494;1273;648;1000;0;1000;16
1360;1493;1269;642;999;0;999;15
1361;1496;1268;640;999;0;999;15
1362;1496;1266;642;1000;0;1000;18
1363;1502;1269;648;1000;0;1000;17
1364;1501;1269;637;1000;0;1000;18
1365;1503;1271;642;999;0;999;19
1366;1503;1270;634;999;0;999;19
1367;1500;1269;638;1000;0;1000;18
1368;1503;1269;635;1000;0;1000;18
1369;1504;1270;637;1000;0;1000;18
1370;1503;1270;636;1000;0;1000;17
1371;1506;1269;620;1000;0;1000;16
1372;1501;1266;620;1000;0;1000;16
1373;1495;1263;617;999;0;999;15
1374;1492;1259;622;999;0;999;15
1375;1497;1256;618;999;0;999;14
1376;1496;1255;629;1000;0;1000;16
1377;1498;1255;623;1000;0;1000;18
1378;1490;1254;633;1000;0;1000;20
1379;1491;1252;635;1000;0;1000;18
1380;1493;1253;639;999;0;999;22
1381;1489;1255;640;1000;0;1000;20
1382;1482;1259;633;1000;0;1000;21
1383;1477;1261;625;999;0;999;19
1384;1475;1262;621;1000;0;1000;16
1385;1474;1263;622;1000;0;1000;16
1386;1465;1265;632;1000;0;1000;17
1387;1471;1264;631;999;0;999;14
1388;1470;1266;619;999;0;999;15
1389;1470;1267;621;1000;0;1000;18
1390;1470;1268;619;1000;0;1000;18
1391;1468;1272;605;999;0;999;19
1392;1467;1273;600;1000;0;1000;20
1393;1465;1275;606;999;0;999;19
1394;1466;1275;616;1000;0;1000;18
1395;1465;1275;615;1000;0;1000;18
1396;1471;1275;609;1000;0;1000;16
1397;1470;1276;606;999;0;999;14
1398;1467;1276;613;999;0;999;15
1399;1466;1271;607;1000;0;1000;17
1400;1469;1271;608;999;0;999;15
1401;1467;1274;609;1000;0;1000;16
1402;1468;1274;609;1000;0;1000;18
1403;1473;1274;615;1000;0;1000;17
1404;1469;1272;618;999;0;999;15
1405;1472;1274;623;1000;0;1000;18
1406;1475;1271;628;1000;0;1000;20
1407;1474;1270;625;999;0;999;19
1408;1473;1265;623;1000;0;1000;18
1409;1474;1264;630;1000;0;1000;17
1410;1474;1262;639;1000;0;1000;17
1411;1474;1258;641;1000;0;1000;20
1412;1471;1259;645;1000;0;1000;18
1413;1470;1257;645;999;0;999;14
1414;1469;1261;624;999;0;999;13
1415;1469;1260;618;999;0;999;15
1416;1472;1262;607;1000;0;1000;18
1417;1473;1263;600;1000;0;1000;18
1418;1473;1262;611;1000;0;1000;21
1419;1474;1259;631;999;0;999;19
1420;1477;1258;651;1000;0;1000;16
1421;1479;1255;678;999;0;999;19
1422;1480;1258;669;1000;0;1000;17
1423;1481;1260;666;1000;0;1000;16
1424;1479;1262;661;1000;0;1000;17
1425;1482;1262;670;1000;0;1000;20
1426;1483;1263;681;1000;0;1000;21
1427;1482;1263;683;999;0;999;19
1428;1484;1263;686;1000;0;1000;20
1429;1483;1263;692;1000;0;1000;17
1430;1483;1260;701;999;0;999;19
1431;1482;1258;710;1000;0;1000;20
1432;1481;1260;714;999;0;999;22
1433;1478;1263;712;1000;0;1000;17
1434;1478;1264;716;999;0;999;19
1435;1480;1266;710;1000;0;1000;21
1436;1477;1265;680;1000;0;1000;20
1437;1475;1264;681;1000;0;1000;17
1438;1474;1263;685;1000;0;1000;21
1439;1472;1263;679;999;0;999;19
1440;1474;1263;671;1000;0;1000;21
1441;1469;1265;687;999;0;999;19
1442;1469;1266;684;1000;0;1000;20
1443;1466;1268;690;1000;0;1000;20
1444;1464;1269;690;999;0;999;19
1445;1461;1269;701;1000;0;1000;18
1446;1459;1272;706;1000;0;1000;18
1447;1457;1268;704;999;0;999;15
1448;1456;1266;692;1000;0;1000;16
1449;1452;1264;681;1000;0;1000;18
1450;1447;1261;680;1000;0;1000;17
1451;1444;1256;687;1000;0;1000;18
1452;1442;1254;690;1000;0;1000;17
1453;1440;1253;694;999;0;999;19
1454;1441;1253;697;999;0;999;22
1455;1443;1255;686;999;0;999;22
1456;1441;1250;694;1000;0;1000;21
1457;1445;1252;689;999;0;999;22
1458;1442;1252;688;999;0;999;22
1459;1442;1247;681;999;0;999;23
1460;1445;1243;683;1000;0;1000;21
1461;1444;1243;687;1000;0;1000;18
1462;1442;1244;695;1000;0;1000;18
1463;1447;1249;701;999;0;999;23
1464;1446;1251;700;999;0;999;22
1465;1442;1254;697;999;0;999;24
1466;1448;1255;701;1000;0;1000;20
1467;1443;1254;698;999;0;999;19
1468;1443;1253;696;1000;0;1000;20
1469;1444;1253;685;999;0;999;22
1470;1449;1249;676;999;0;999;23
1471;1447;1249;665;999;0;999;19
1472;1445;1254;664;1000;0;1000;18
1473;1440;1255;670;1000;0;1000;20
1474;1446;1254;673;999;0;999;19
1475;1454;1258;671;999;0;999;19
1476;1455;1260;669;1000;0;1000;16
1477;1452;1257;668;1000;0;1000;18
1478;1453;1259;662;1000;0;1000;21
1479;1452;1260;665;999;0;999;23
1480;1452;1262;651;999;0;999;24
1481;1457;1262;650;1000;0;1000;20
1482;1454;1261;641;1000;0;1000;20
1483;1456;1265;638;1000;0;1000;20
1484;1449;1264;633;999;0;999;19
1485;1445;1265;626;1000;0;1000;17
1486;1440;1266;625;1000;0;1000;17
1487;1440;1270;619;1000;0;1000;21
1488;1433;1269;614;999;0;999;19
1489;1435;1269;603;1000;0;1000;17
1490;1437;1268;604;1000;0;1000;17
1491;1441;1266;605;999;0;999;23
1492;1440;1267;589;1000;0;1000;20
1493;1437;1269;587;999;0;999;19
1494;1433;1270;577;1000;0;1000;18
1495;1431;1270;579;999;0;999;19
1496;1431;1269;585;1000;0;1000;20
1497;1433;1267;591;999;0;999;22
1498;1437;1266;589;1000;0;1000;20
1499;1436;1265;587;1000;0;1000;20
1500;1435;1263;590;999;0;999;22
1501;1436;1262;597;1000;0;1000;20
1502;1430;1263;598;1000;0;1000;21
1503;1425;1264;602;1000;0;1000;21
1504;1424;1261;600;1000;0;1000;21
1505;1428;1262;594;999;0;999;19
1506;1423;1262;578;1000;0;1000;21
1507;1412;1263;578;1000;0;1000;21
1508;1415;1264;581;1000;0;1000;20
1509;1413;1265;572;999;0;999;22
1510;1408;1265;569;999;0;999;24
1511;1401;1266;564;1000;0;1000;21
1512;1400;1262;569;1000;0;1000;18
1513;1398;1260;574;1000;0;1000;20
1514;1398;1260;570;999;0;999;19
1515;1392;1258;562;1000;0;1000;20
1516;1391;1258;555;999;0;999;19
1517;1387;1262;557;999;0;999;19
1518;1385;1260;548;999;0;999;15
1519;1383;1255;547;999;0;999;19
1520;1385;1255;548;999;0;999;19
1521;1382;1260;548;999;0;999;19
1522;1383;1263;550;999;0;999;19
1523;1381;1267;553;1000;0;1000;20
1524;1383;1267;550;999;0;999;19
1525;1383;1269;547;999;0;999;22
1526;1383;1269;540;999;0;999;23
1527;1382;1268;538;1000;0;1000;21
1528;1382;1267;545;1000;0;1000;21
1529;1380;1270;542;999;0;999;19
1530;1379;1270;544;999;0;999;15
1531;1377;1267;543;1000;0;1000;18
1532;1383;1268;541;1000;0;1000;16
1533;1385;1269;540;1000;0;1000;18
1534;1387;1266;538;1000;0;1000;20
1535;1386;1261;536;1000;0;1000;17
1536;1383;1258;528;1000;0;1000;18
1537;1382;1257;523;999;0;999;19
1538;1385;1255;524;999;0;999;19
1539;1389;1252;524;1000;0;1000;21
1540;1387;1252;523;999;0;999;22
1541;1388;1251;523;999;0;999;23
1542;1388;1247;526;1000;0;1000;20
1543;1389;1247;526;999;0;999;22
1544;1394;1249;530;999;0;999;19
1545;1398;1252;533;1000;0;1000;20
1546;1399;1257;534;999;0;999;22
1547;1400;1256;535;1000;0;1000;20
1548;1400;1259;541;1000;0;1000;20
1549;1399;1258;543;1000;0;1000;20
1550;1398;1254;540;1000;0;1000;21
1551;1397;1254;540;999;0;999;22
1552;1392;1253;541;1000;0;1000;20
1553;1395;1256;544;999;0;999;19
1554;1395;1257;546;1000;0;1000;20
1555;1393;1258;549;1000;0;1000;21
1556;1393;1259;543;1000;0;1000;21
1557;1391;1263;548;1000;0;1000;18
1558;1387;1266;539;1000;0;1000;18
1559;1388;1267;536;1000;0;1000;17
1560;1383;1270;534;1000;0;1000;20
1561;1389;1271;532;999;0;999;19
1562;1384;1272;530;1000;0;1000;17
1563;1385;1270;533;999;0;999;19
1564;1389;1270;527;1000;0;1000;18
1565;1388;1270;526;999;0;999;14
1566;1385;1268;529;999;0;999;14
1567;1390;1269;535;1000;0;1000;21
1568;1390;1269;536;999;0;999;22
1569;1394;1272;539;1000;0;1000;21
1570;1396;1275;543;999;0;999;19
1571;1405;1276;540;1000;0;1000;17
1572;1405;1273;533;1000;0;1000;17
1573;1414;1275;531;1000;0;1000;18
1574;1404;1274;526;1000;0;1000;16
1575;1410;1273;524;999;0;999;14
1576;1415;1271;522;999;0;999;15
1577;1409;1271;518;1000;0;1000;18
1578;1413;1272;518;1000;0;1000;20
1579;1409;1270;519;999;0;999;19
1580;1412;1269;522;1000;0;1000;17
1581;1412;1268;519;1000;0;1000;17
1582;1421;1269;522;1000;0;1000;17
1583;1419;1270;520;1000;0;1000;17
1584;1420;1270;521;999;0;999;19
1585;1423;1271;516;1000;0;1000;18
1586;1426;1272;519;1000;0;1000;18
1587;1432;1272;520;1000;0;1000;20
1588;1433;1272;520;1000;0;1000;18
1589;1430;1276;514;1000;0;1000;21
1590;1427;1274;509;1000;0;1000;18
1591;1429;1276;504;1000;0;1000;18
1592;1432;1276;499;1000;0;1000;20
1593;1438;1274;496;999;0;999;15
1594;1434;1277;495;999;0;999;15
1595;1433;1278;496;1000;0;1000;17
1596;1432;1276;496;1000;0;1000;17
1597;1430;1276;499;999;0;999;13
1598;1433;1275;499;999;0;999;14
1599;1434;1275;497;999;0;999;19
1600;1440;1273;496;1000;0;1000;16
1601;1439;1273;499;1000;0;1000;18
1602;1442;1273;502;999;0;999;19
1603;1433;1273;502;1000;0;1000;20
1604;1431;1272;506;1000;0;1000;18
1605;1423;1270;507;1000;0;1000;18
1606;1425;1271;504;1000;0;1000;17
1607;1423;1273;495;1000;0;1000;18
1608;1427;1275;492;1000;0;1000;17
1609;1421;1277;488;1000;0;1000;12
1610;1427;1281;489;1000;0;1000;12
1611;1427;1280;490;999;0;999;15
1612;1426;1273;492;1000;0;1000;16
1613;1429;1269;491;1000;0;1000;17
1614;1434;1262;491;1000;0;1000;20
1615;1427;1256;492;1000;0;1000;18
1616;1422;1255;492;1000;0;1000;16
1617;1417;1258;491;1000;0;1000;18
1618;1418;1256;492;1000;0;1000;20
1619;1418;1257;491;1000;0;1000;17
1620;1424;1259;493;999;0;999;19
1621;1427;1260;493;1000;0;1000;20
1622;1436;1259;492;999;0;999;23
1623;1443;1255;489;1000;0;1000;18
1624;1447;1256;489;1000;0;1000;18
1625;1442;1257;490;1000;0;1000;16
1626;1432;1252;489;1000;0;1000;17
1627;1428;1251;490;1000;0;1000;16
1628;1423;1249;491;1000;0;1000;17
1629;1423;1251;491;1000;0;1000;18
1630;1422;1250;491;999;0;999;19
1631;1428;1253;492;999;0;999;19
1632;1427;1255;492;999;0;999;19
1633;1422;1254;491;1000;0;1000;20
1634;1423;1254;492;1000;0;1000;17
1635;1423;1253;493;1000;0;1000;18
1636;1423;1254;493;1000;0;1000;18
1637;1420;1254;492;1000;0;1000;20
1638;1418;1256;492;1000;0;1000;21
1639;1419;1257;494;1000;0;1000;20
1640;1419;1257;495;1000;0;1000;20
1641;1419;1256;496;999;0;999;19
1642;1417;1257;495;999;0;999;22
1643;1414;1258;496;1000;0;1000;20
1644;1412;1260;496;999;0;999;19
1645;1414;1260;496;1000;0;1000;20
1646;1415;1264;498;1000;0;1000;18
1647;1415;1264;496;999;0;999;15
1648;1417;1264;497;1000;0;1000;16
1649;1418;1263;495;1000;0;1000;16
1650;1420;1264;495;1000;0;1000;16
1651;1419;1267;495;1000;0;1000;17
1652;1416;1268;493;1000;0;1000;17
1653;1415;1265;488;1000;0;1000;18
1654;1413;1264;483;1000;0;1000;17
1655;1412;1263;482;999;0;999;15
1656;1416;1265;483;999;0;999;15
1657;1415;1264;484;1000;0;1000;18
1658;1416;1266;485;1000;0;1000;20
1659;1414;1267;484;999;0;999;23
1660;1413;1265;481;1000;0;1000;21
1661;1412;1271;480;999;0;999;19
1662;1412;1271;477;1000;0;1000;16
1663;1415;1274;477;999;0;999;19
1664;1412;1275;477;1000;0;1000;16
1665;1411;1279;482;1000;0;1000;17
1666;1415;1279;483;999;0;999;15
1667;1421;1280;483;1000;0;1000;16
1668;1424;1279;483;1000;0;1000;20
1669;1427;1282;483;999;0;999;19
1670;1428;1285;483;999;0;999;19
1671;1429;1284;482;1000;0;1000;18
1672;1422;1283;480;999;0;999;15
1673;1423;1285;482;999;0;999;13
1674;1427;1286;482;999;0;999;14
1675;1426;1286;483;999;0;999;13
1676;1424;1287;482;999;0;999;15
1677;1424;1289;486;999;0;999;14
1678;1423;1289;484;999;0;999;13
1679;1420;1289;483;1000;0;1000;11
1680;1419;1290;484;999;0;999;13
1681;1418;1286;486;1000;0;1000;12
1682;1415;1283;483;999;0;999;14
1683;1414;1285;482;1000;0;1000;16
1684;1413;1285;482;1000;0;1000;16
1685;1416;1284;484;1000;0;1000;17
1686;1417;1285;485;1000;0;1000;17
1687;1416;1289;487;1000;0;1000;18
1688;1416;1286;486;999;0;999;13
1689;1417;1285;486;999;0;999;15
1690;1417;1283;488;1000;0;1000;17
1691;1417;1282;483;999;0;999;19
1692;1418;1279;482;1000;0;1000;20
1693;1416;1277;487;1000;0;1000;17
1694;1416;1276;488;1000;0;1000;18
1695;1417;1275;490;999;0;999;15
1696;1415;1274;491;1000;0;1000;17
1697;1414;1275;490;999;0;999;19
1698;1413;1273;490;1000;0;1000;18
1699;1410;1274;489;1000;0;1000;17
1700;1411;1274;486;999;0;999;19
1701;1409;1273;483;1000;0;1000;20
1702;1403;1273;479;999;0;999;19
1703;1402;1274;477;1000;0;1000;16
1704;1404;1276;476;1000;0;1000;17
1705;1403;1278;474;999;0;999;19
1706;1403;1277;470;1000;0;1000;20
1707;1406;1281;471;1000;0;1000;16
1708;1408;1283;471;1000;0;1000;17
1709;1409;1284;465;999;0;999;15
1710;1409;1284;463;1000;0;1000;16
1711;1406;1283;469;1000;0;1000;16
1712;1406;1283;467;999;0;999;15
1713;1406;1282;462;999;0;999;14
1714;1405;1280;466;1000;0;1000;16
1715;1405;1278;469;1000;0;1000;16
1716;1404;1279;473;999;0;999;15
1717;1404;1278;478;999;0;999;14
1718;1408;1278;480;1000;0;1000;16
1719;1407;1280;481;1000;0;1000;17
1720;1411;1282;483;1000;0;1000;18
1721;1413;1278;487;999;0;999;15
1722;1415;1277;490;1000;0;1000;17
1723;1416;1272;492;1000;0;1000;17
1724;1415;1273;493;999;0;999;14
1725;1419;1272;493;1000;0;1000;16
1726;1420;1272;495;1000;0;1000;17
1727;1423;1272;493;1000;0;1000;18
1728;1426;1274;494;1000;0;1000;20
1729;1427;1275;494;1000;0;1000;20
1730;1429;1273;496;999;0;999;19
1731;1428;1274;497;999;0;999;14
1732;1428;1275;498;1000;0;1000;16
1733;1426;1276;498;1000;0;1000;18
1734;1428;1277;499;1000;0;1000;21
1735;1430;1278;500;999;0;999;19
1736;1430;1278;500;999;0;999;14
1737;1429;1276;502;1000;0;1000;16
1738;1428;1273;501;1000;0;1000;18
1739;1430;1272;503;1000;0;1000;17
1740;1430;1269;503;1000;0;1000;18
1741;1433;1269;501;1000;0;1000;18
1742;1437;1269;500;1000;0;1000;17
1743;1441;1268;502;999;0;999;19
1744;1442;1268;501;1000;0;1000;16
1745;1440;1269;503;999;0;999;15
1746;1441;1268;504;999;0;999;15
1747;1442;1270;502;1000;0;1000;18
1748;1441;1268;500;1000;0;1000;17
1749;1444;1266;498;1000;0;1000;20
1750;1448;1266;496;1000;0;1000;18
1751;1446;1269;496;1000;0;1000;20
1752;1447;1270;495;1000;0;1000;18
1753;1447;1270;497;1000;0;1000;21
1754;1449;1269;497;1000;0;1000;18
1755;1450;1269;498;999;0;999;14
1756;1450;1267;496;1000;0;1000;18
1757;1451;1266;498;1000;0;1000;17
1758;1456;1267;496;1000;0;1000;16
1759;1454;1265;495;1000;0;1000;16
1760;1452;1263;497;1000;0;1000;17
1761;1451;1264;497;1000;0;1000;18
1762;1454;1263;495;999;0;999;19
1763;1455;1261;492;1000;0;1000;18
1764;1458;1262;491;1000;0;1000;18
1765;1457;1261;493;999;0;999;19
1766;1452;1260;497;999;0;999;15
1767;1453;1259;497;1000;0;1000;16
1768;1449;1260;498;1000;0;1000;17
1769;1451;1259;495;1000;0;1000;16
1770;1446;1261;495;1000;0;1000;18
1771;1449;1259;493;1000;0;1000;18
1772;1449;1259;491;999;0;999;14
1773;1447;1263;491;1000;0;1000;16
1774;1447;1265;490;1000;0;1000;16
1775;1442;1267;491;1000;0;1000;17
1776;1444;1268;492;1000;0;1000;16
1777;1443;1269;491;1000;0;1000;17
1778;1441;1268;492;1000;0;1000;18
1779;1439;1271;491;999;0;999;14
1780;1439;1272;486;999;0;999;15
1781;1439;1274;487;999;0;999;13
1782;1436;1275;487;999;0;999;14
1783;1435;1276;489;1000;0;1000;17
1784;1437;1277;489;1000;0;1000;18
1785;1433;1277;491;999;0;999;15
1786;1433;1277;490;999;0;999;15
1787;1433;1275;487;1000;0;1000;20
1788;1431;1275;484;1000;0;1000;20
1789;1429;1274;485;1000;0;1000;20
1790;1430;1272;483;1000;0;1000;21
1791;1432;1272;482;1000;0;1000;17
1792;1429;1273;483;1000;0;1000;18
1793;1427;1275;484;1000;0;1000;17
1794;1431;1274;486;999;0;999;19
1795;1431;1271;487;1000;0;1000;16
1796;1431;1270;490;1000;0;1000;20
1797;1434;1271;492;1000;0;1000;18
1798;1434;1271;491;1000;0;1000;18
1799;1427;1273;490;1000;0;1000;17
1800;1430;1274;491;1000;0;1000;16
1801;1430;1274;492;1000;0;1000;17
1802;1429;1274;493;1000;0;1000;20
1803;1432;1274;492;999;0;999;19
1804;1434;1275;491;1000;0;1000;17
1805;1435;1275;491;1000;0;1000;20
1806;1438;1277;488;1000;0;1000;21
1807;1438;1277;489;1000;0;1000;18
1808;1442;1276;490;999;0;999;19
1809;1438;1279;490;999;0;999;15
1810;1437;1280;491;999;0;999;15
1811;1435;1281;495;1000;0;1000;16
1812;1434;1283;498;1000;0;1000;17
1813;1436;1284;496;999;0;999;15
1814;1433;1284;499;999;0;999;14
1815;1435;1284;498;999;0;999;14
1816;1435;1284;497;999;0;999;15
1817;1439;1286;496;1000;0;1000;17
1818;1435;1285;497;1000;0;1000;17
1819;1432;1285;497;1000;0;1000;20
1820;1429;1285;496;999;0;999;19
1821;1434;1286;495;1000;0;1000;17
1822;1432;1287;486;1000;0;1000;17
1823;1439;1290;489;1000;0;1000;16
1824;1440;1289;492;1000;0;1000;16
1825;1436;1291;495;1000;0;1000;17
1826;1436;1292;500;999;0;999;14
1827;1439;1292;502;999;0;999;14
1828;1440;1288;509;999;0;999;14
1829;1440;1289;507;999;0;999;14
1830;1444;1286;505;999;0;999;15
1831;1443;1289;506;999;0;999;15
1832;1447;1287;510;1000;0;1000;17
1833;1451;1287;512;999;0;999;15
1834;1452;1286;512;999;0;999;13
1835;1453;1285;512;999;0;999;15
1836;1458;1287;514;1000;0;1000;17
1837;1456;1285;511;1000;0;1000;16
1838;1455;1286;508;999;0;999;13
1839;1452;1290;507;999;0;999;14
1840;1451;1290;504;1000;0;1000;12
1841;1447;1289;503;999;0;999;13
1842;1448;1291;504;999;0;999;14
1843;1443;1293;504;1000;0;1000;12
1844;1439;1292;506;999;0;999;14
1845;1436;1293;506;999;0;999;15
1846;1438;1293;506;1000;0;1000;16
1847;1438;1291;507;999;0;999;15
1848;1438;1289;507;999;0;999;14
1849;1440;1290;507;999;0;999;14
1850;1442;1291;508;999;0;999;13
1851;1441;1292;507;999;0;999;15
1852;1441;1292;510;999;0;999;15
1853;1443;1292;509;1000;0;1000;16
1854;1445;1291;507;1000;0;1000;17
1855;1444;1291;511;999;0;999;14
1856;1445;1290;512;999;0;999;14
1857;1448;1290;511;999;0;999;14
1858;1444;1289;512;999;0;999;14
1859;1444;1289;515;1000;0;1000;12
1860;1443;1290;515;999;0;999;14
1861;1445;1288;515;999;0;999;15
1862;1443;1289;514;1000;0;1000;18
1863;1443;1290;515;1000;0;1000;16
1864;1439;1289;513;999;0;999;13
1865;1440;1289;511;999;0;999;15
1866;1439;1290;511;999;0;999;15
1867;1439;1292;509;1000;0;1000;17
1868;1437;1290;509;1000;0;1000;17
1869;1440;1291;508;999;0;999;15
1870;1440;1290;515;1000;0;1000;12
1871;1437;1294;517;999;0;999;10
1872;1441;1293;517;1000;0;1000;11
1873;1444;1295;514;999;0;999;13
1874;1439;1294;516;999;0;999;15
1875;1441;1291;511;1000;0;1000;16
1876;1446;1288;514;999;0;999;15
1877;1452;1283;513;999;0;999;15
1878;1452;1284;511;999;0;999;14
1879;1451;1281;512;999;0;999;14
1880;1452;1284;511;1000;0;1000;17
1881;1446;1283;514;999;0;999;19
1882;1441;1282;515;1000;0;1000;20
1883;1439;1280;524;1000;0;1000;17
1884;1437;1278;531;1000;0;1000;17
1885;1440;1279;537;999;0;999;15
1886;1444;1278;538;999;0;999;15
1887;1448;1279;535;999;0;999;14
1888;1454;1278;534;1000;0;1000;16
1889;1457;1278;531;999;0;999;15
1890;1458;1271;530;999;0;999;13
1891;1462;1274;529;999;0;999;15
1892;1462;1273;532;999;0;999;14
1893;1464;1272;530;999;0;999;13
1894;1466;1273;530;1000;0;1000;17
1895;1465;1271;531;1000;0;1000;16
1896;1463;1268;530;999;0;999;14
1897;1463;1269;524;999;0;999;15
1898;1464;1270;517;1000;0;1000;17
1899;1465;1270;514;1000;0;1000;16
1900;1465;1270;509;1000;0;1000;16
1901;1464;1268;509;999;0;999;15
1902;1464;1272;509;999;0;999;13
1903;1462;1270;510;999;0;999;13
1904;1459;1271;508;999;0;999;14
1905;1457;1272;510;999;0;999;15
1906;1456;1273;505;1000;0;1000;16
1907;1460;1277;503;1000;0;1000;17
1908;1459;1275;506;999;0;999;14
1909;1462;1273;507;999;0;999;15
1910;1465;1273;509;999;0;999;14
1911;1468;1273;507;1000;0;1000;16
1912;1469;1271;502;999;0;999;15
1913;1470;1271;502;1000;0;1000;17
1914;1470;1273;502;1000;0;1000;16
1915;1468;1274;503;1000;0;1000;18
1916;1466;1269;506;999;0;999;15
1917;1462;1272;505;1000;0;1000;17
1918;1462;1276;506;1000;0;1000;20
1919;1460;1275;509;1000;0;1000;21
1920;1458;1272;514;1000;0;1000;17
1921;1458;1273;519;1000;0;1000;17
1922;1457;1275;524;1000;0;1000;16
1923;1460;1274;528;999;0;999;15
1924;1461;1275;532;1000;0;1000;17
1925;1463;1277;530;1000;0;1000;18
1926;1463;1278;530;999;0;999;19
1927;1459;1281;532;1000;0;1000;20
1928;1458;1286;532;1000;0;1000;20
1929;1458;1291;529;1000;0;1000;21
1930;1451;1287;532;1000;0;1000;16
1931;1448;1285;533;999;0;999;13
1932;1448;1279;536;999;0;999;13
1933;1448;1279;536;1000;0;1000;12
1934;1444;1275;533;1000;0;1000;11
1935;1442;1276;531;1000;0;1000;12
1936;1441;1276;530;1000;0;1000;16
1937;1440;1276;529;1000;0;1000;17
1938;1440;1276;530;1000;0;1000;18
1939;1437;1278;529;1000;0;1000;18
1940;1436;1280;526;1000;0;1000;17
1941;1437;1281;526;1000;0;1000;18
1942;1437;1281;527;1000;0;1000;17
1943;1436;1284;528;999;0;999;13
1944;1438;1286;527;999;0;999;15
1945;1437;1285;530;999;0;999;13
1946;1437;1287;533;999;0;999;14
1947;1436;1286;530;999;0;999;13
1948;1438;1286;532;1000;0;1000;12
1949;1439;1289;535;999;0;999;13
1950;1441;1286;535;999;0;999;14
1951;1442;1286;535;999;0;999;14
1952;1446;1285;536;1000;0;1000;16
1953;1447;1282;534;1000;0;1000;18
1954;1446;1279;536;1000;0;1000;17
1955;1445;1281;541;999;0;999;15
1956;1449;1276;543;999;0;999;14
1957;1450;1275;546;999;0;999;15
1958;1448;1278;545;999;0;999;13
1959;1450;1279;544;1000;0;1000;16
1960;1449;1278;543;1000;0;1000;20
1961;1444;1281;544;999;0;999;19
1962;1442;1285;547;1000;0;1000;17
1963;1443;1284;548;1000;0;1000;17
1964;1440;1284;546;1000;0;1000;17
1965;1438;1284;547;1000;0;1000;16
1966;1439;1284;542;1000;0;1000;17
1967;1437;1283;540;999;0;999;15
1968;1437;1284;540;1000;0;1000;18
1969;1439;1283;542;1000;0;1000;17
1970;1440;1282;547;1000;0;1000;17
1971;1438;1281;554;1000;0;1000;18
1972;1435;1276;555;999;0;999;15
1973;1437;1276;563;1000;0;1000;17
1974;1436;1277;566;1000;0;1000;21
1975;1434;1281;566;999;0;999;19
1976;1435;1280;563;999;0;999;15
1977;1436;1280;565;1000;0;1000;17
1978;1436;1280;566;1000;0;1000;16
1979;1437;1281;565;1000;0;1000;16
1980;1439;1282;565;999;0;999;15
1981;1441;1284;563;999;0;999;19
1982;1443;1284;564;1000;0;1000;16
1983;1443;1285;563;1000;0;1000;16
1984;1442;1283;562;1000;0;1000;18
1985;1442;1283;557;1000;0;1000;18
1986;1444;1280;556;999;0;999;15
1987;1446;1281;553;1000;0;1000;18
1988;1449;1278;552;999;0;999;19
1989;1453;1275;554;1000;0;1000;20
1990;1453;1273;553;1000;0;1000;16
1991;1451;1273;554;999;0;999;19
1992;1451;1272;556;999;0;999;19
1993;1449;1270;556;1000;0;1000;18
1994;1447;1269;556;1000;0;1000;20
1995;1443;1272;554;1000;0;1000;20
1996;1441;1273;554;999;0;999;15
1997;1441;1273;554;1000;0;1000;18
1998;1442;1276;554;1000;0;1000;18
1999;1444;1276;552;1000;0;1000;17
2000;1442;1275;553;1000;0;1000;17
2001;1443;1276;554;999;0;999;19
2002;1443;1276;554;999;0;999;19
2003;1441;1279;554;1000;0;1000;17
